,employerId,yrmn,monthly_salary
61,384.0,2022-11,12052.6234176
62,384.0,2022-12,12052.6234176
63,384.0,2022-3,12052.6234176
64,384.0,2022-4,12052.6234176
65,384.0,2022-5,12052.6234176
66,384.0,2022-6,12052.6234176
67,384.0,2022-7,12052.6234176
68,384.0,2022-8,12052.6234176
69,384.0,2022-9,12052.6234176
70,384.0,2023-1,12052.6234176
71,384.0,2023-2,12052.6234176
72,384.0,2023-3,12052.6234176
73,384.0,2023-4,12052.6234176
74,384.0,2023-5,12052.6234176
75,385.0,2022-10,19423.471648
76,385.0,2022-11,19423.471648
77,385.0,2022-12,19423.471648
78,385.0,2022-3,19423.471648
79,385.0,2022-4,19423.471648
80,385.0,2022-5,19423.471648
81,385.0,2022-6,19423.471648
82,385.0,2022-7,19423.471648
83,385.0,2022-8,19423.471648
84,385.0,2022-9,19423.471648
85,385.0,2023-1,19423.471648
86,385.0,2023-2,19423.471648
87,385.0,2023-3,19423.471648
88,385.0,2023-4,19423.471648
89,385.0,2023-5,19423.471648
90,386.0,2022-10,18841.245796799998
91,386.0,2022-11,18841.245796799998
92,386.0,2022-12,18841.245796799998
93,386.0,2022-3,20441.245796799998
94,386.0,2022-4,18841.245796799998
95,386.0,2022-5,18841.245796799998
96,386.0,2022-6,18841.245796799998
97,386.0,2022-7,18841.245796799998
98,386.0,2022-8,18841.245796799998
99,386.0,2022-9,18841.245796799998
100,386.0,2023-1,18841.245796799998
101,386.0,2023-2,18841.245796799998
102,386.0,2023-3,18841.245796799998
103,386.0,2023-4,18841.245796799998
104,386.0,2023-5,18841.245796799998
105,387.0,2022-10,7335.5655424
106,387.0,2022-11,7335.5655424
107,387.0,2022-12,7335.5655424
108,387.0,2022-3,7335.5655424
109,387.0,2022-4,7335.5655424
110,387.0,2022-5,7335.5655424
111,387.0,2022-6,7335.5655424
112,387.0,2022-7,7335.5655424
113,387.0,2022-8,7335.5655424
114,387.0,2022-9,7335.5655424
115,387.0,2023-1,7335.5655424
116,387.0,2023-2,7335.5655424
117,387.0,2023-3,7335.5655424
118,387.0,2023-4,7335.5655424
119,387.0,2023-5,7335.5655424
120,388.0,2022-10,18467.8064032
121,388.0,2022-11,18467.8064032
122,388.0,2022-12,18467.8064032
123,388.0,2022-3,36017.9660672
124,388.0,2022-4,18467.8064032
125,388.0,2022-5,18467.8064032
126,388.0,2022-6,18467.8064032
127,388.0,2022-7,18467.8064032
128,388.0,2022-8,18467.8064032
129,388.0,2022-9,18467.8064032
130,388.0,2023-1,18467.8064032
131,388.0,2023-2,18467.8064032
132,388.0,2023-3,18467.8064032
133,388.0,2023-4,18467.8064032
134,388.0,2023-5,18467.8064032
135,389.0,2022-10,12262.3877424
136,389.0,2022-11,12262.3877424
137,389.0,2022-12,12262.3877424
138,389.0,2022-3,41359.4486064
139,389.0,2022-4,12262.3877424
140,389.0,2022-5,12262.3877424
141,389.0,2022-6,12262.3877424
142,389.0,2022-7,12262.3877424
143,389.0,2022-8,12262.3877424
144,389.0,2022-9,12262.3877424
145,389.0,2023-1,12262.3877424
146,389.0,2023-2,12262.3877424
147,389.0,2023-3,12262.3877424
148,389.0,2023-4,12262.3877424
149,389.0,2023-5,12262.3877424
150,390.0,2022-10,9179.8747824
151,390.0,2022-11,9179.8747824
152,390.0,2022-12,9179.8747824
153,390.0,2022-3,9179.8747824
154,390.0,2022-4,9179.8747824
155,390.0,2022-5,9179.8747824
156,390.0,2022-6,9179.8747824
157,390.0,2022-7,9179.8747824
158,390.0,2022-8,9179.8747824
159,390.0,2022-9,9179.8747824
160,390.0,2023-1,9179.8747824
161,390.0,2023-2,9179.8747824
162,390.0,2023-3,9179.8747824
163,390.0,2023-4,9179.8747824
164,390.0,2023-5,9179.8747824
165,391.0,2022-10,4132.0136192
166,391.0,2022-11,4132.0136192
167,391.0,2022-12,4132.0136192
168,391.0,2022-3,4132.0136192
169,391.0,2022-4,4132.0136192
170,391.0,2022-5,4132.0136192
171,391.0,2022-6,4132.0136192
172,391.0,2022-7,4132.0136192
173,391.0,2022-8,4132.0136192
174,391.0,2022-9,4132.0136192
175,391.0,2023-1,4132.0136192
176,391.0,2023-2,4132.0136192
177,391.0,2023-3,4132.0136192
178,391.0,2023-4,4132.0136192
179,391.0,2023-5,4132.0136192
180,392.0,2022-10,11884.235295999999
181,392.0,2022-11,11884.235295999999
182,392.0,2022-12,11884.235295999999
183,392.0,2022-3,11884.235295999999
184,392.0,2022-4,11884.235295999999
185,392.0,2022-5,11884.235295999999
186,392.0,2022-6,11884.235295999999
187,392.0,2022-7,11884.235295999999
188,392.0,2022-8,11884.235295999999
189,392.0,2022-9,11884.235295999999
190,392.0,2023-1,11884.235295999999
191,392.0,2023-2,11884.235295999999
192,392.0,2023-3,11884.235295999999
193,392.0,2023-4,11884.235295999999
194,392.0,2023-5,11884.235295999999
195,393.0,2022-10,14596.8729616
196,393.0,2022-11,14596.8729616
197,393.0,2022-12,14596.8729616
198,393.0,2022-3,17796.872961600002
199,393.0,2022-4,14596.8729616
200,393.0,2022-5,14596.8729616
201,393.0,2022-6,14596.8729616
202,393.0,2022-7,14596.8729616
203,393.0,2022-8,14596.8729616
204,393.0,2022-9,14596.8729616
205,393.0,2023-1,14596.8729616
206,393.0,2023-2,14596.8729616
207,393.0,2023-3,14596.8729616
208,393.0,2023-4,14596.8729616
209,393.0,2023-5,14596.8729616
210,394.0,2022-10,10284.9774976
211,394.0,2022-11,10284.9774976
212,394.0,2022-12,10284.9774976
213,394.0,2022-3,13484.9774976
214,394.0,2022-4,10284.9774976
215,394.0,2022-5,10284.9774976
216,394.0,2022-6,10284.9774976
217,394.0,2022-7,10284.9774976
218,394.0,2022-8,10284.9774976
219,394.0,2022-9,10284.9774976
220,394.0,2023-1,10284.9774976
221,394.0,2023-2,10284.9774976
222,394.0,2023-3,10284.9774976
223,394.0,2023-4,10284.9774976
224,394.0,2023-5,10284.9774976
225,395.0,2022-10,13371.7992848
226,395.0,2022-11,13371.7992848
227,395.0,2022-12,13371.7992848
228,395.0,2022-3,16571.7992848
229,395.0,2022-4,13371.7992848
230,395.0,2022-5,13371.7992848
231,395.0,2022-6,13371.7992848
232,395.0,2022-7,13371.7992848
233,395.0,2022-8,13371.7992848
234,395.0,2022-9,13371.7992848
235,395.0,2023-1,13371.7992848
236,395.0,2023-2,13371.7992848
237,395.0,2023-3,13371.7992848
238,395.0,2023-4,13371.7992848
239,395.0,2023-5,13371.7992848
240,396.0,2022-10,21918.75696
241,396.0,2022-11,21918.75696
242,396.0,2022-12,21918.75696
243,396.0,2022-3,21918.75696
244,396.0,2022-4,21918.75696
245,396.0,2022-5,21918.75696
246,396.0,2022-6,21918.75696
247,396.0,2022-7,21918.75696
248,396.0,2022-8,21918.75696
249,396.0,2022-9,21918.75696
250,396.0,2023-1,21918.75696
251,396.0,2023-2,21918.75696
252,396.0,2023-3,21918.75696
253,396.0,2023-4,21918.75696
254,396.0,2023-5,21918.75696
255,397.0,2022-10,15834.1410384
256,397.0,2022-11,15834.1410384
257,397.0,2022-12,15834.1410384
258,397.0,2022-3,15834.1410384
259,397.0,2022-4,15834.1410384
260,397.0,2022-5,15834.1410384
261,397.0,2022-6,15834.1410384
262,397.0,2022-7,15834.1410384
263,397.0,2022-8,15834.1410384
264,397.0,2022-9,15834.1410384
265,397.0,2023-1,15834.1410384
266,397.0,2023-2,15834.1410384
267,397.0,2023-3,15834.1410384
268,397.0,2023-4,15834.1410384
269,397.0,2023-5,15834.1410384
270,398.0,2022-10,14111.229268800002
271,398.0,2022-11,14111.229268800002
272,398.0,2022-12,14111.229268800002
273,398.0,2022-3,14111.229268800002
274,398.0,2022-4,14111.229268800002
275,398.0,2022-5,14111.229268800002
276,398.0,2022-6,14111.229268800002
277,398.0,2022-7,14111.229268800002
278,398.0,2022-8,14111.229268800002
279,398.0,2022-9,14111.229268800002
280,398.0,2023-1,14111.229268800002
281,398.0,2023-2,14111.229268800002
282,398.0,2023-3,14111.229268800002
283,398.0,2023-4,14111.229268800002
284,398.0,2023-5,14111.229268800002
285,399.0,2022-10,13912.3516432
286,399.0,2022-11,13912.3516432
287,399.0,2022-12,13912.3516432
288,399.0,2022-3,13912.3516432
289,399.0,2022-4,13912.3516432
290,399.0,2022-5,13912.3516432
291,399.0,2022-6,13912.3516432
292,399.0,2022-7,13912.3516432
293,399.0,2022-8,13912.3516432
294,399.0,2022-9,13912.3516432
295,399.0,2023-1,13912.3516432
296,399.0,2023-2,13912.3516432
297,399.0,2023-3,13912.3516432
298,399.0,2023-4,13912.3516432
299,399.0,2023-5,13912.3516432
300,400.0,2022-10,7009.3382768
301,400.0,2022-11,7009.3382768
302,400.0,2022-12,7009.3382768
303,400.0,2022-3,7009.3382768
304,400.0,2022-4,7009.3382768
305,400.0,2022-5,7009.3382768
306,400.0,2022-6,7009.3382768
307,400.0,2022-7,7009.3382768
308,400.0,2022-8,7009.3382768
309,400.0,2022-9,7009.3382768
310,400.0,2023-1,7009.3382768
311,400.0,2023-2,7009.3382768
312,400.0,2023-3,7009.3382768
313,400.0,2023-4,7009.3382768
314,400.0,2023-5,7009.3382768
315,401.0,2022-10,16048.6323184
316,401.0,2022-11,16048.6323184
317,401.0,2022-12,16048.6323184
318,401.0,2022-3,36894.8133744
319,401.0,2022-4,16048.6323184
320,401.0,2022-5,16048.6323184
321,401.0,2022-6,16048.6323184
322,401.0,2022-7,16048.6323184
323,401.0,2022-8,16048.6323184
324,401.0,2022-9,16048.6323184
325,401.0,2023-1,16048.6323184
326,401.0,2023-2,16048.6323184
327,401.0,2023-3,16048.6323184
328,401.0,2023-4,16048.6323184
329,401.0,2023-5,16048.6323184
330,402.0,2022-10,9328.0786416
331,402.0,2022-11,9328.0786416
332,402.0,2022-12,9328.0786416
333,402.0,2022-3,9328.0786416
334,402.0,2022-4,9328.0786416
335,402.0,2022-5,9328.0786416
336,402.0,2022-6,9328.0786416
337,402.0,2022-7,9328.0786416
338,402.0,2022-8,9328.0786416
339,402.0,2022-9,9328.0786416
340,402.0,2023-1,9328.0786416
341,402.0,2023-2,9328.0786416
342,402.0,2023-3,9328.0786416
343,402.0,2023-4,9328.0786416
344,402.0,2023-5,9328.0786416
345,403.0,2022-10,18699.9780432
346,403.0,2022-11,18699.9780432
347,403.0,2022-12,18699.9780432
348,403.0,2022-3,18699.9780432
349,403.0,2022-4,18699.9780432
350,403.0,2022-5,18699.9780432
351,403.0,2022-6,18699.9780432
352,403.0,2022-7,18699.9780432
353,403.0,2022-8,18699.9780432
354,403.0,2022-9,18699.9780432
355,403.0,2023-1,18699.9780432
356,403.0,2023-2,18699.9780432
357,403.0,2023-3,18699.9780432
358,403.0,2023-4,18699.9780432
359,403.0,2023-5,18699.9780432
360,404.0,2022-10,2262.6985728
361,404.0,2022-11,2262.6985728
362,404.0,2022-12,2262.6985728
363,404.0,2022-3,4338.1660704000005
364,404.0,2022-4,2262.6985728
365,404.0,2022-5,2262.6985728
366,404.0,2022-6,2262.6985728
367,404.0,2022-7,2262.6985728
368,404.0,2022-8,2262.6985728
369,404.0,2022-9,2262.6985728
370,404.0,2023-1,2262.6985728
371,404.0,2023-2,2262.6985728
372,404.0,2023-3,2262.6985728
373,404.0,2023-4,2262.6985728
374,404.0,2023-5,2262.6985728
375,405.0,2022-10,18092.6290256
376,405.0,2022-11,18092.6290256
377,405.0,2022-12,18092.6290256
378,405.0,2022-3,18092.6290256
379,405.0,2022-4,18092.629025600003
380,405.0,2022-5,18092.6290256
381,405.0,2022-6,18092.6290256
382,405.0,2022-7,18092.6290256
383,405.0,2022-8,18092.6290256
384,405.0,2022-9,18092.6290256
385,405.0,2023-1,18092.6290256
386,405.0,2023-2,18092.6290256
387,405.0,2023-3,18092.6290256
388,405.0,2023-4,18092.6290256
389,405.0,2023-5,18092.6290256
390,406.0,2022-10,16170.913896
391,406.0,2022-11,16170.913896
392,406.0,2022-12,16170.913896
393,406.0,2022-3,17770.913896
394,406.0,2022-4,16170.913896
395,406.0,2022-5,16170.913896
396,406.0,2022-6,16170.913896
397,406.0,2022-7,16170.913896
398,406.0,2022-8,16170.913896
399,406.0,2022-9,16170.913896
400,406.0,2023-1,16170.913896
401,406.0,2023-2,16170.913896
402,406.0,2023-3,16170.913896
403,406.0,2023-4,16170.913896
404,406.0,2023-5,16170.913896
405,407.0,2022-10,9384.7604784
406,407.0,2022-11,9384.7604784
407,407.0,2022-12,9384.7604784
408,407.0,2022-3,12867.313961599999
409,407.0,2022-4,9384.7604784
410,407.0,2022-5,9384.7604784
411,407.0,2022-6,9384.7604784
412,407.0,2022-7,9384.7604784
413,407.0,2022-8,9384.7604784
414,407.0,2022-9,9384.7604784
415,407.0,2023-1,9384.7604784
416,407.0,2023-2,9384.7604784
417,407.0,2023-3,9384.7604784
418,407.0,2023-4,9384.7604784
419,407.0,2023-5,9384.7604784
420,408.0,2022-10,29045.2318944
421,408.0,2022-11,29045.2318944
422,408.0,2022-12,29045.2318944
423,408.0,2022-3,32967.6074784
424,408.0,2022-4,29045.2318944
425,408.0,2022-5,29045.2318944
426,408.0,2022-6,29045.2318944
427,408.0,2022-7,29045.2318944
428,408.0,2022-8,29045.2318944
429,408.0,2022-9,29045.2318944
430,408.0,2023-1,29045.2318944
431,408.0,2023-2,29045.2318944
432,408.0,2023-3,29045.2318944
433,408.0,2023-4,29045.2318944
434,408.0,2023-5,29045.2318944
435,409.0,2022-10,3837.4699487999997
436,409.0,2022-11,3837.4699487999997
437,409.0,2022-12,3837.4699487999997
438,409.0,2022-3,89371.793336
439,409.0,2022-4,3837.4699487999997
440,409.0,2022-5,3837.4699487999997
441,409.0,2022-6,3837.4699487999997
442,409.0,2022-7,3837.4699487999997
443,409.0,2022-8,3837.4699487999997
444,409.0,2022-9,3837.4699487999997
445,409.0,2023-1,3837.4699487999997
446,409.0,2023-2,3837.4699487999997
447,409.0,2023-3,3837.4699487999997
448,409.0,2023-4,3837.4699487999997
449,409.0,2023-5,3837.4699487999997
450,410.0,2022-10,14449.993726399998
451,410.0,2022-11,14449.993726399998
452,410.0,2022-12,14449.993726399998
453,410.0,2022-3,14449.993726399998
454,410.0,2022-4,14449.9937264
455,410.0,2022-5,14449.993726399998
456,410.0,2022-6,14449.993726399998
457,410.0,2022-7,14449.993726399998
458,410.0,2022-8,14449.993726399998
459,410.0,2022-9,14449.993726399998
460,410.0,2023-1,14449.993726399998
461,410.0,2023-2,14449.993726399998
462,410.0,2023-3,14449.993726399998
463,410.0,2023-4,14449.993726399998
464,410.0,2023-5,14449.993726399998
465,411.0,2022-10,12296.4586384
466,411.0,2022-11,12296.4586384
467,411.0,2022-12,12296.4586384
468,411.0,2022-3,21752.8883776
469,411.0,2022-4,12296.4586384
470,411.0,2022-5,12296.4586384
471,411.0,2022-6,12296.4586384
472,411.0,2022-7,12296.4586384
473,411.0,2022-8,12296.4586384
474,411.0,2022-9,12296.4586384
475,411.0,2023-1,12296.4586384
476,411.0,2023-2,12296.4586384
477,411.0,2023-3,12296.4586384
478,411.0,2023-4,12296.4586384
479,411.0,2023-5,12296.4586384
480,412.0,2022-10,3576.1862143999997
481,412.0,2022-11,3576.1862143999997
482,412.0,2022-12,3576.1862143999997
483,412.0,2022-3,60506.3913904
484,412.0,2022-4,3576.1862143999997
485,412.0,2022-5,3576.1862143999997
486,412.0,2022-6,3576.1862143999997
487,412.0,2022-7,3576.1862143999997
488,412.0,2022-8,3576.1862143999997
489,412.0,2022-9,3576.1862143999997
490,412.0,2023-1,3576.1862143999997
491,412.0,2023-2,3576.1862143999997
492,412.0,2023-3,3576.1862143999997
493,412.0,2023-4,3576.1862143999997
494,412.0,2023-5,3576.1862143999997
495,413.0,2022-10,18145.8712016
496,413.0,2022-11,18145.8712016
497,413.0,2022-12,18145.8712016
498,413.0,2022-3,71814.930976
499,413.0,2022-4,18145.8712016
500,413.0,2022-5,18145.8712016
501,413.0,2022-6,18145.8712016
502,413.0,2022-7,18145.8712016
503,413.0,2022-8,18145.8712016
504,413.0,2022-9,18145.8712016
505,413.0,2023-1,18145.8712016
506,413.0,2023-2,18145.8712016
507,413.0,2023-3,18145.8712016
508,413.0,2023-4,18145.8712016
509,413.0,2023-5,18145.8712016
510,414.0,2022-10,20886.7548816
511,414.0,2022-11,20886.7548816
512,414.0,2022-12,20886.7548816
513,414.0,2022-3,23002.801648
514,414.0,2022-4,20886.7548816
515,414.0,2022-5,20886.7548816
516,414.0,2022-6,20886.7548816
517,414.0,2022-7,20886.7548816
518,414.0,2022-8,20886.7548816
519,414.0,2022-9,20886.7548816
520,414.0,2023-1,20886.7548816
521,414.0,2023-2,20886.7548816
522,414.0,2023-3,20886.7548816
523,414.0,2023-4,20886.7548816
524,414.0,2023-5,20886.7548816
525,415.0,2022-10,25338.0159536
526,415.0,2022-11,25338.0159536
527,415.0,2022-12,25338.0159536
528,415.0,2022-3,25338.0159536
529,415.0,2022-4,25338.0159536
530,415.0,2022-5,25338.0159536
531,415.0,2022-6,25338.0159536
532,415.0,2022-7,25338.0159536
533,415.0,2022-8,25338.0159536
534,415.0,2022-9,25338.0159536
535,415.0,2023-1,25338.0159536
536,415.0,2023-2,25338.0159536
537,415.0,2023-3,25338.0159536
538,415.0,2023-4,25338.0159536
539,415.0,2023-5,25338.0159536
540,416.0,2022-10,25196.386016
541,416.0,2022-11,25196.386016
542,416.0,2022-12,25196.386016
543,416.0,2022-3,46267.373632
544,416.0,2022-4,25196.386016
545,416.0,2022-5,25196.386016
546,416.0,2022-6,25196.386016
547,416.0,2022-7,25196.386016
548,416.0,2022-8,25196.386016
549,416.0,2022-9,25196.386016
550,416.0,2023-1,25196.386016
551,416.0,2023-2,25196.386016
552,416.0,2023-3,25196.386016
553,416.0,2023-4,25196.386016
554,416.0,2023-5,25196.386016
555,417.0,2022-10,9718.032403199999
556,417.0,2022-11,9718.032403199999
557,417.0,2022-12,9718.032403199999
558,417.0,2022-3,9718.032403199999
559,417.0,2022-4,9718.032403199999
560,417.0,2022-5,9718.032403199999
561,417.0,2022-6,9718.032403199999
562,417.0,2022-7,9718.032403199999
563,417.0,2022-8,9718.032403199999
564,417.0,2022-9,9718.032403199999
565,417.0,2023-1,9718.032403199999
566,417.0,2023-2,9718.032403199999
567,417.0,2023-3,9718.032403199999
568,417.0,2023-4,9718.032403199999
569,417.0,2023-5,9718.032403199999
570,418.0,2022-10,12613.584756799999
571,418.0,2022-11,12613.584756799999
572,418.0,2022-12,12613.584756799999
573,418.0,2022-3,17122.7943312
574,418.0,2022-4,12613.584756799999
575,418.0,2022-5,12613.584756799999
576,418.0,2022-6,12613.584756799999
577,418.0,2022-7,12613.584756799999
578,418.0,2022-8,12613.584756799999
579,418.0,2022-9,12613.584756799999
580,418.0,2023-1,12613.584756799999
581,418.0,2023-2,12613.584756799999
582,418.0,2023-3,12613.584756799999
583,418.0,2023-4,12613.584756799999
584,418.0,2023-5,12613.584756799999
585,419.0,2022-10,6580.083332800001
586,419.0,2022-11,6580.083332800001
587,419.0,2022-12,6580.083332800001
588,419.0,2022-3,6580.083332800001
589,419.0,2022-4,6580.083332800001
590,419.0,2022-5,6580.083332800001
591,419.0,2022-6,6580.083332800001
592,419.0,2022-7,6580.083332800001
593,419.0,2022-8,6580.083332800001
594,419.0,2022-9,6580.083332800001
595,419.0,2023-1,6580.083332800001
596,419.0,2023-2,6580.083332800001
597,419.0,2023-3,6580.083332800001
598,419.0,2023-4,6580.083332800001
599,419.0,2023-5,6580.083332800001
600,420.0,2022-3,28801.5826864
601,420.0,2022-4,1600.0
602,421.0,2022-10,15863.9452608
603,421.0,2022-11,15863.9452608
604,421.0,2022-12,15863.9452608
605,421.0,2022-3,15863.9452608
606,421.0,2022-4,15863.9452608
607,421.0,2022-5,15863.9452608
608,421.0,2022-6,15863.9452608
609,421.0,2022-7,15863.9452608
610,421.0,2022-8,15863.9452608
611,421.0,2022-9,15863.9452608
612,421.0,2023-1,15863.9452608
613,421.0,2023-2,15863.9452608
614,421.0,2023-3,15863.9452608
615,421.0,2023-4,15863.9452608
616,421.0,2023-5,15863.9452608
617,422.0,2022-10,11075.4413552
618,422.0,2022-11,11075.4413552
619,422.0,2022-12,11075.4413552
620,422.0,2022-3,14275.4413552
621,422.0,2022-4,11075.4413552
622,422.0,2022-5,11075.4413552
623,422.0,2022-6,11075.4413552
624,422.0,2022-7,11075.4413552
625,422.0,2022-8,11075.4413552
626,422.0,2022-9,11075.4413552
627,422.0,2023-1,11075.4413552
628,422.0,2023-2,11075.4413552
629,422.0,2023-3,11075.4413552
630,422.0,2023-4,11075.4413552
631,422.0,2023-5,11075.4413552
632,423.0,2022-10,21072.726073600003
633,423.0,2022-11,21072.726073600003
634,423.0,2022-12,21072.726073600003
635,423.0,2022-3,21072.726073600003
636,423.0,2022-4,21072.726073600003
637,423.0,2022-5,21072.726073600003
638,423.0,2022-6,21072.726073600003
639,423.0,2022-7,21072.726073600003
640,423.0,2022-8,21072.726073600003
641,423.0,2022-9,21072.726073600003
642,423.0,2023-1,21072.726073600003
643,423.0,2023-2,21072.726073600003
644,423.0,2023-3,21072.726073600003
645,423.0,2023-4,21072.726073600003
646,423.0,2023-5,21072.726073600003
647,424.0,2022-10,25898.0575584
648,424.0,2022-11,25898.0575584
649,424.0,2022-12,25898.0575584
650,424.0,2022-3,25898.0575584
651,424.0,2022-4,25898.0575584
652,424.0,2022-5,25898.0575584
653,424.0,2022-6,25898.0575584
654,424.0,2022-7,25898.0575584
655,424.0,2022-8,25898.0575584
656,424.0,2022-9,25898.0575584
657,424.0,2023-1,25898.0575584
658,424.0,2023-2,25898.0575584
659,424.0,2023-3,25898.0575584
660,424.0,2023-4,25898.0575584
661,424.0,2023-5,25898.0575584
662,425.0,2022-10,8244.437431999999
663,425.0,2022-11,8244.437431999999
664,425.0,2022-12,8244.437431999999
665,425.0,2022-3,9844.437431999999
666,425.0,2022-4,8244.437431999999
667,425.0,2022-5,8244.437431999999
668,425.0,2022-6,8244.437431999999
669,425.0,2022-7,8244.437431999999
670,425.0,2022-8,8244.437431999999
671,425.0,2022-9,8244.437431999999
672,425.0,2023-1,8244.437431999999
673,425.0,2023-2,8244.437431999999
674,425.0,2023-3,8244.437431999999
675,425.0,2023-4,8244.437431999999
676,425.0,2023-5,8244.437431999999
677,426.0,2022-10,20558.4304016
678,426.0,2022-11,20558.4304016
679,426.0,2022-12,20558.4304016
680,426.0,2022-3,22158.4304016
681,426.0,2022-4,20558.4304016
682,426.0,2022-5,20558.4304016
683,426.0,2022-6,20558.4304016
684,426.0,2022-7,20558.4304016
685,426.0,2022-8,20558.4304016
686,426.0,2022-9,20558.4304016
687,426.0,2023-1,20558.4304016
688,426.0,2023-2,20558.4304016
689,426.0,2023-3,20558.4304016
690,426.0,2023-4,20558.4304016
691,426.0,2023-5,20558.4304016
692,427.0,2022-10,22586.3138784
693,427.0,2022-11,22586.3138784
694,427.0,2022-12,22586.3138784
695,427.0,2022-3,26153.6013584
696,427.0,2022-4,22586.3138784
697,427.0,2022-5,22586.3138784
698,427.0,2022-6,22586.3138784
699,427.0,2022-7,22586.3138784
700,427.0,2022-8,22586.3138784
701,427.0,2022-9,22586.3138784
702,427.0,2023-1,22586.3138784
703,427.0,2023-2,22586.3138784
704,427.0,2023-3,22586.3138784
705,427.0,2023-4,22586.3138784
706,427.0,2023-5,22586.3138784
707,428.0,2022-10,21550.7576496
708,428.0,2022-11,21550.7576496
709,428.0,2022-12,21550.7576496
710,428.0,2022-3,23673.6789408
711,428.0,2022-4,21550.7576496
712,428.0,2022-5,21550.7576496
713,428.0,2022-6,21550.7576496
714,428.0,2022-7,21550.7576496
715,428.0,2022-8,21550.7576496
716,428.0,2022-9,21550.7576496
717,428.0,2023-1,21550.7576496
718,428.0,2023-2,21550.7576496
719,428.0,2023-3,21550.7576496
720,428.0,2023-4,21550.7576496
721,428.0,2023-5,21550.7576496
722,429.0,2022-10,29577.1164992
723,429.0,2022-11,29577.1164992
724,429.0,2022-12,29577.1164992
725,429.0,2022-3,40137.211608
726,429.0,2022-4,29577.1164992
727,429.0,2022-5,29577.1164992
728,429.0,2022-6,29577.1164992
729,429.0,2022-7,29577.1164992
730,429.0,2022-8,29577.1164992
731,429.0,2022-9,29577.1164992
732,429.0,2023-1,29577.1164992
733,429.0,2023-2,29577.1164992
734,429.0,2023-3,29577.1164992
735,429.0,2023-4,29577.1164992
736,429.0,2023-5,29577.1164992
737,430.0,2022-10,2186.9395312
738,430.0,2022-11,2186.9395312
739,430.0,2022-12,2186.9395312
740,430.0,2022-3,3786.9395312
741,430.0,2022-4,2186.9395312
742,430.0,2022-5,2186.9395312
743,430.0,2022-6,2186.9395312
744,430.0,2022-7,2186.9395312
745,430.0,2022-8,2186.9395312
746,430.0,2022-9,2186.9395312
747,430.0,2023-1,2186.9395312
748,430.0,2023-2,2186.9395312
749,430.0,2023-3,2186.9395312
750,430.0,2023-4,2186.9395312
751,430.0,2023-5,2186.9395312
752,431.0,2022-10,3099.4286528
753,431.0,2022-11,3099.4286528
754,431.0,2022-12,3099.4286528
755,431.0,2022-3,22138.820048
756,431.0,2022-4,3099.4286528
757,431.0,2022-5,3099.4286528
758,431.0,2022-6,3099.4286528
759,431.0,2022-7,3099.4286528
760,431.0,2022-8,3099.4286528
761,431.0,2022-9,3099.4286528
762,431.0,2023-1,3099.4286528
763,431.0,2023-2,3099.4286528
764,431.0,2023-3,3099.4286528
765,431.0,2023-4,3099.4286528
766,431.0,2023-5,3099.4286528
767,432.0,2022-10,19025.4104752
