,date,employerId,0
246,2022-03-01,1795.0,7
247,2022-03-01,1796.0,5
248,2022-03-01,1797.0,2
249,2022-03-02,379.0,1
250,2022-03-02,381.0,4
251,2022-03-02,382.0,6
252,2022-03-02,383.0,6
253,2022-03-02,384.0,3
254,2022-03-02,385.0,5
255,2022-03-02,386.0,6
256,2022-03-02,387.0,2
257,2022-03-02,388.0,9
258,2022-03-02,389.0,6
259,2022-03-02,390.0,3
260,2022-03-02,391.0,2
261,2022-03-02,392.0,3
262,2022-03-02,393.0,4
263,2022-03-02,394.0,2
264,2022-03-02,395.0,3
265,2022-03-02,396.0,7
266,2022-03-02,397.0,6
267,2022-03-02,398.0,4
268,2022-03-02,399.0,5
269,2022-03-02,400.0,2
270,2022-03-02,401.0,14
271,2022-03-02,402.0,4
272,2022-03-02,403.0,6
273,2022-03-02,404.0,2
274,2022-03-02,405.0,5
275,2022-03-02,406.0,7
276,2022-03-02,407.0,5
277,2022-03-02,408.0,7
278,2022-03-02,409.0,11
279,2022-03-02,410.0,4
280,2022-03-02,411.0,4
281,2022-03-02,412.0,16
282,2022-03-02,413.0,9
283,2022-03-02,414.0,6
284,2022-03-02,415.0,5
285,2022-03-02,416.0,12
286,2022-03-02,417.0,3
287,2022-03-02,418.0,6
288,2022-03-02,419.0,2
289,2022-03-02,420.0,8
290,2022-03-02,421.0,5
291,2022-03-02,422.0,5
292,2022-03-02,423.0,5
293,2022-03-02,424.0,5
294,2022-03-02,425.0,5
295,2022-03-02,426.0,4
296,2022-03-02,427.0,7
297,2022-03-02,428.0,4
298,2022-03-02,429.0,9
299,2022-03-02,430.0,2
300,2022-03-02,431.0,6
301,2022-03-02,432.0,4
302,2022-03-02,433.0,6
303,2022-03-02,434.0,12
304,2022-03-02,435.0,5
305,2022-03-02,436.0,4
306,2022-03-02,437.0,10
307,2022-03-02,438.0,28
308,2022-03-02,439.0,8
309,2022-03-02,440.0,6
310,2022-03-02,441.0,5
311,2022-03-02,829.0,2
312,2022-03-02,830.0,4
313,2022-03-02,831.0,5
314,2022-03-02,832.0,2
315,2022-03-02,833.0,3
316,2022-03-02,834.0,2
317,2022-03-02,835.0,5
318,2022-03-02,836.0,3
319,2022-03-02,837.0,11
320,2022-03-02,838.0,6
321,2022-03-02,839.0,14
322,2022-03-02,840.0,15
323,2022-03-02,841.0,6
324,2022-03-02,842.0,4
325,2022-03-02,843.0,6
326,2022-03-02,844.0,8
327,2022-03-02,845.0,5
328,2022-03-02,846.0,2
329,2022-03-02,847.0,6
330,2022-03-02,848.0,2
331,2022-03-02,849.0,6
332,2022-03-02,850.0,4
333,2022-03-02,851.0,24
334,2022-03-02,852.0,5
335,2022-03-02,853.0,10
336,2022-03-02,854.0,3
337,2022-03-02,855.0,6
338,2022-03-02,856.0,14
339,2022-03-02,857.0,9
340,2022-03-02,858.0,2
341,2022-03-02,859.0,5
342,2022-03-02,860.0,3
343,2022-03-02,861.0,5
344,2022-03-02,862.0,3
345,2022-03-02,863.0,4
346,2022-03-02,864.0,3
347,2022-03-02,865.0,7
348,2022-03-02,866.0,2
349,2022-03-02,867.0,28
350,2022-03-02,868.0,18
351,2022-03-02,869.0,5
352,2022-03-02,870.0,4
353,2022-03-02,871.0,7
354,2022-03-02,872.0,3
355,2022-03-02,873.0,6
356,2022-03-02,874.0,6
357,2022-03-02,875.0,1
358,2022-03-02,876.0,17
359,2022-03-02,877.0,8
360,2022-03-02,878.0,22
361,2022-03-02,879.0,2
362,2022-03-02,880.0,5
363,2022-03-02,881.0,2
364,2022-03-02,882.0,10
365,2022-03-02,883.0,8
366,2022-03-02,884.0,15
367,2022-03-02,885.0,6
368,2022-03-02,886.0,3
369,2022-03-02,887.0,6
370,2022-03-02,888.0,13
371,2022-03-02,889.0,2
372,2022-03-02,890.0,3
373,2022-03-02,891.0,5
374,2022-03-02,1279.0,6
375,2022-03-02,1280.0,20
376,2022-03-02,1281.0,5
377,2022-03-02,1282.0,8
378,2022-03-02,1283.0,7
379,2022-03-02,1284.0,4
380,2022-03-02,1285.0,22
381,2022-03-02,1286.0,5
382,2022-03-02,1287.0,14
383,2022-03-02,1288.0,6
384,2022-03-02,1289.0,5
385,2022-03-02,1290.0,9
386,2022-03-02,1291.0,11
387,2022-03-02,1292.0,8
388,2022-03-02,1293.0,2
389,2022-03-02,1294.0,2
390,2022-03-02,1295.0,5
391,2022-03-02,1296.0,3
392,2022-03-02,1297.0,9
393,2022-03-02,1298.0,9
394,2022-03-02,1299.0,7
395,2022-03-02,1300.0,7
396,2022-03-02,1301.0,2
397,2022-03-02,1302.0,5
398,2022-03-02,1303.0,3
399,2022-03-02,1304.0,7
400,2022-03-02,1305.0,10
401,2022-03-02,1306.0,11
402,2022-03-02,1307.0,5
403,2022-03-02,1308.0,2
404,2022-03-02,1309.0,8
405,2022-03-02,1310.0,3
406,2022-03-02,1311.0,5
407,2022-03-02,1312.0,2
408,2022-03-02,1313.0,4
409,2022-03-02,1314.0,7
410,2022-03-02,1315.0,9
411,2022-03-02,1316.0,5
412,2022-03-02,1317.0,5
413,2022-03-02,1318.0,4
414,2022-03-02,1319.0,8
415,2022-03-02,1320.0,4
416,2022-03-02,1321.0,5
417,2022-03-02,1322.0,2
418,2022-03-02,1323.0,6
419,2022-03-02,1324.0,3
420,2022-03-02,1325.0,3
421,2022-03-02,1326.0,6
422,2022-03-02,1327.0,5
423,2022-03-02,1328.0,3
424,2022-03-02,1329.0,4
425,2022-03-02,1330.0,11
426,2022-03-02,1331.0,2
427,2022-03-02,1332.0,4
428,2022-03-02,1333.0,2
429,2022-03-02,1334.0,3
430,2022-03-02,1335.0,3
431,2022-03-02,1336.0,3
432,2022-03-02,1337.0,9
433,2022-03-02,1338.0,2
434,2022-03-02,1339.0,5
435,2022-03-02,1340.0,6
436,2022-03-02,1341.0,6
437,2022-03-02,1734.0,4
438,2022-03-02,1735.0,11
439,2022-03-02,1736.0,5
440,2022-03-02,1737.0,6
441,2022-03-02,1738.0,6
442,2022-03-02,1739.0,8
443,2022-03-02,1740.0,3
444,2022-03-02,1741.0,2
445,2022-03-02,1742.0,8
446,2022-03-02,1743.0,7
447,2022-03-02,1744.0,6
448,2022-03-02,1745.0,8
449,2022-03-02,1746.0,5
450,2022-03-02,1747.0,8
451,2022-03-02,1748.0,8
452,2022-03-02,1749.0,9
453,2022-03-02,1750.0,2
454,2022-03-02,1751.0,1
455,2022-03-02,1752.0,2
456,2022-03-02,1753.0,1
457,2022-03-02,1754.0,5
458,2022-03-02,1755.0,3
459,2022-03-02,1756.0,7
460,2022-03-02,1757.0,11
461,2022-03-02,1758.0,6
462,2022-03-02,1759.0,9
463,2022-03-02,1760.0,17
464,2022-03-02,1761.0,4
465,2022-03-02,1762.0,1
466,2022-03-02,1763.0,27
467,2022-03-02,1764.0,14
468,2022-03-02,1765.0,7
469,2022-03-02,1766.0,6
470,2022-03-02,1767.0,4
471,2022-03-02,1768.0,5
472,2022-03-02,1769.0,3
473,2022-03-02,1770.0,6
474,2022-03-02,1771.0,8
475,2022-03-02,1772.0,2
476,2022-03-02,1773.0,2
477,2022-03-02,1774.0,7
478,2022-03-02,1775.0,3
479,2022-03-02,1776.0,3
480,2022-03-02,1777.0,4
481,2022-03-02,1778.0,2
482,2022-03-02,1779.0,5
483,2022-03-02,1780.0,2
484,2022-03-02,1781.0,5
485,2022-03-02,1782.0,5
486,2022-03-02,1783.0,4
487,2022-03-02,1784.0,4
488,2022-03-02,1785.0,3
489,2022-03-02,1786.0,9
490,2022-03-02,1787.0,2
491,2022-03-02,1788.0,6
492,2022-03-02,1789.0,7
493,2022-03-02,1790.0,8
494,2022-03-02,1791.0,6
495,2022-03-02,1792.0,7
496,2022-03-02,1793.0,12
497,2022-03-02,1794.0,2
498,2022-03-02,1795.0,7
499,2022-03-02,1796.0,7
500,2022-03-02,1797.0,2
501,2022-03-03,379.0,1
502,2022-03-03,381.0,4
503,2022-03-03,382.0,8
504,2022-03-03,383.0,6
505,2022-03-03,384.0,3
506,2022-03-03,385.0,5
507,2022-03-03,386.0,5
508,2022-03-03,387.0,2
509,2022-03-03,388.0,9
510,2022-03-03,389.0,12
511,2022-03-03,390.0,3
512,2022-03-03,391.0,2
513,2022-03-03,392.0,3
514,2022-03-03,393.0,5
515,2022-03-03,394.0,2
516,2022-03-03,395.0,4
517,2022-03-03,396.0,7
518,2022-03-03,397.0,6
519,2022-03-03,398.0,4
520,2022-03-03,399.0,5
521,2022-03-03,400.0,2
522,2022-03-03,401.0,8
523,2022-03-03,402.0,4
524,2022-03-03,403.0,6
525,2022-03-03,404.0,2
526,2022-03-03,405.0,5
527,2022-03-03,406.0,6
528,2022-03-03,407.0,4
529,2022-03-03,408.0,7
530,2022-03-03,409.0,27
531,2022-03-03,410.0,4
532,2022-03-03,411.0,2
533,2022-03-03,412.0,15
534,2022-03-03,413.0,26
535,2022-03-03,414.0,6
536,2022-03-03,415.0,5
537,2022-03-03,416.0,7
538,2022-03-03,417.0,3
539,2022-03-03,418.0,4
540,2022-03-03,419.0,2
541,2022-03-03,420.0,9
542,2022-03-03,421.0,5
543,2022-03-03,422.0,5
544,2022-03-03,423.0,5
545,2022-03-03,424.0,5
546,2022-03-03,425.0,5
547,2022-03-03,426.0,5
548,2022-03-03,427.0,5
549,2022-03-03,428.0,4
550,2022-03-03,429.0,5
551,2022-03-03,430.0,2
552,2022-03-03,431.0,4
553,2022-03-03,432.0,4
554,2022-03-03,433.0,17
555,2022-03-03,434.0,19
556,2022-03-03,435.0,5
557,2022-03-03,436.0,3
558,2022-03-03,437.0,7
559,2022-03-03,438.0,33
560,2022-03-03,439.0,21
561,2022-03-03,440.0,5
562,2022-03-03,441.0,5
563,2022-03-03,829.0,1
564,2022-03-03,830.0,4
565,2022-03-03,831.0,11
566,2022-03-03,832.0,2
567,2022-03-03,833.0,4
568,2022-03-03,834.0,4
569,2022-03-03,835.0,16
570,2022-03-03,836.0,3
571,2022-03-03,837.0,7
572,2022-03-03,838.0,6
573,2022-03-03,839.0,20
574,2022-03-03,840.0,13
575,2022-03-03,841.0,6
576,2022-03-03,842.0,3
577,2022-03-03,843.0,7
578,2022-03-03,844.0,15
579,2022-03-03,845.0,4
580,2022-03-03,846.0,2
581,2022-03-03,847.0,6
582,2022-03-03,848.0,2
583,2022-03-03,849.0,2
584,2022-03-03,850.0,5
585,2022-03-03,851.0,18
586,2022-03-03,852.0,5
587,2022-03-03,853.0,4
588,2022-03-03,854.0,3
589,2022-03-03,855.0,10
590,2022-03-03,856.0,10
591,2022-03-03,857.0,31
592,2022-03-03,859.0,5
593,2022-03-03,860.0,3
594,2022-03-03,861.0,10
595,2022-03-03,862.0,4
596,2022-03-03,863.0,4
597,2022-03-03,864.0,3
598,2022-03-03,865.0,9
599,2022-03-03,866.0,2
600,2022-03-03,867.0,20
601,2022-03-03,868.0,17
602,2022-03-03,869.0,5
603,2022-03-03,870.0,4
604,2022-03-03,871.0,7
605,2022-03-03,872.0,3
606,2022-03-03,873.0,6
607,2022-03-03,874.0,6
608,2022-03-03,875.0,1
609,2022-03-03,876.0,8
610,2022-03-03,877.0,8
611,2022-03-03,878.0,15
612,2022-03-03,879.0,2
613,2022-03-03,880.0,4
614,2022-03-03,881.0,2
615,2022-03-03,882.0,12
616,2022-03-03,883.0,8
617,2022-03-03,884.0,6
618,2022-03-03,885.0,5
619,2022-03-03,886.0,3
620,2022-03-03,887.0,5
621,2022-03-03,888.0,17
622,2022-03-03,889.0,2
623,2022-03-03,890.0,3
624,2022-03-03,891.0,5
625,2022-03-03,1279.0,4
626,2022-03-03,1280.0,27
627,2022-03-03,1281.0,5
628,2022-03-03,1282.0,3
629,2022-03-03,1283.0,7
630,2022-03-03,1284.0,5
631,2022-03-03,1285.0,39
632,2022-03-03,1286.0,5
633,2022-03-03,1287.0,20
634,2022-03-03,1288.0,4
635,2022-03-03,1289.0,5
636,2022-03-03,1290.0,6
637,2022-03-03,1291.0,9
638,2022-03-03,1292.0,4
639,2022-03-03,1293.0,1
640,2022-03-03,1294.0,1
641,2022-03-03,1295.0,5
642,2022-03-03,1296.0,3
643,2022-03-03,1297.0,6
644,2022-03-03,1298.0,8
645,2022-03-03,1299.0,8
646,2022-03-03,1300.0,16
647,2022-03-03,1301.0,1
648,2022-03-03,1302.0,6
649,2022-03-03,1303.0,3
650,2022-03-03,1304.0,5
651,2022-03-03,1305.0,8
652,2022-03-03,1306.0,9
653,2022-03-03,1307.0,5
654,2022-03-03,1308.0,2
655,2022-03-03,1309.0,4
656,2022-03-03,1310.0,2
657,2022-03-03,1311.0,6
658,2022-03-03,1312.0,2
659,2022-03-03,1313.0,4
660,2022-03-03,1314.0,3
661,2022-03-03,1315.0,7
662,2022-03-03,1316.0,3
663,2022-03-03,1317.0,10
664,2022-03-03,1318.0,5
665,2022-03-03,1319.0,3
666,2022-03-03,1320.0,3
667,2022-03-03,1321.0,12
668,2022-03-03,1322.0,2
669,2022-03-03,1323.0,6
670,2022-03-03,1324.0,5
671,2022-03-03,1325.0,3
672,2022-03-03,1326.0,6
673,2022-03-03,1327.0,5
674,2022-03-03,1328.0,3
675,2022-03-03,1329.0,2
676,2022-03-03,1330.0,6
677,2022-03-03,1331.0,2
678,2022-03-03,1332.0,45
679,2022-03-03,1333.0,1
680,2022-03-03,1334.0,3
681,2022-03-03,1335.0,3
682,2022-03-03,1336.0,2
683,2022-03-03,1337.0,8
684,2022-03-03,1338.0,2
685,2022-03-03,1339.0,7
686,2022-03-03,1340.0,3
687,2022-03-03,1341.0,6
688,2022-03-03,1734.0,3
689,2022-03-03,1735.0,9
690,2022-03-03,1736.0,5
691,2022-03-03,1737.0,6
692,2022-03-03,1738.0,2
693,2022-03-03,1739.0,14
694,2022-03-03,1740.0,3
695,2022-03-03,1741.0,1
696,2022-03-03,1742.0,14
697,2022-03-03,1743.0,7
698,2022-03-03,1744.0,9
699,2022-03-03,1745.0,35
700,2022-03-03,1746.0,4
701,2022-03-03,1747.0,7
702,2022-03-03,1748.0,26
703,2022-03-03,1749.0,7
704,2022-03-03,1750.0,2
705,2022-03-03,1751.0,2
706,2022-03-03,1752.0,2
707,2022-03-03,1753.0,2
708,2022-03-03,1754.0,7
709,2022-03-03,1755.0,3
710,2022-03-03,1756.0,15
711,2022-03-03,1757.0,18
712,2022-03-03,1758.0,6
713,2022-03-03,1759.0,12
714,2022-03-03,1760.0,20
715,2022-03-03,1761.0,3
716,2022-03-03,1762.0,2
717,2022-03-03,1763.0,28
718,2022-03-03,1764.0,18
719,2022-03-03,1765.0,22
720,2022-03-03,1766.0,6
721,2022-03-03,1767.0,4
722,2022-03-03,1768.0,5
723,2022-03-03,1769.0,4
724,2022-03-03,1770.0,5
725,2022-03-03,1771.0,9
726,2022-03-03,1772.0,2
727,2022-03-03,1773.0,2
728,2022-03-03,1774.0,26
729,2022-03-03,1775.0,2
730,2022-03-03,1776.0,3
731,2022-03-03,1777.0,5
732,2022-03-03,1778.0,2
733,2022-03-03,1779.0,5
734,2022-03-03,1780.0,2
735,2022-03-03,1781.0,3
736,2022-03-03,1782.0,5
737,2022-03-03,1783.0,3
738,2022-03-03,1784.0,3
739,2022-03-03,1785.0,3
740,2022-03-03,1786.0,9
741,2022-03-03,1787.0,2
742,2022-03-03,1788.0,6
743,2022-03-03,1789.0,7
744,2022-03-03,1790.0,8
745,2022-03-03,1791.0,13
746,2022-03-03,1792.0,10
747,2022-03-03,1793.0,9
748,2022-03-03,1794.0,2
749,2022-03-03,1795.0,6
750,2022-03-03,1796.0,5
751,2022-03-03,1797.0,4
752,2022-03-04,379.0,1
753,2022-03-04,381.0,4
754,2022-03-04,382.0,12
755,2022-03-04,383.0,6
756,2022-03-04,384.0,3
757,2022-03-04,385.0,5
758,2022-03-04,386.0,5
759,2022-03-04,387.0,2
760,2022-03-04,388.0,8
761,2022-03-04,389.0,10
762,2022-03-04,390.0,3
763,2022-03-04,391.0,2
764,2022-03-04,392.0,3
765,2022-03-04,393.0,5
766,2022-03-04,394.0,2
767,2022-03-04,395.0,4
768,2022-03-04,396.0,7
769,2022-03-04,397.0,6
770,2022-03-04,398.0,4
771,2022-03-04,399.0,5
772,2022-03-04,400.0,2
773,2022-03-04,401.0,9
774,2022-03-04,402.0,4
775,2022-03-04,403.0,6
776,2022-03-04,404.0,2
777,2022-03-04,405.0,5
778,2022-03-04,406.0,6
779,2022-03-04,407.0,4
780,2022-03-04,408.0,6
781,2022-03-04,409.0,21
782,2022-03-04,410.0,4
783,2022-03-04,411.0,2
784,2022-03-04,412.0,14
785,2022-03-04,413.0,16
786,2022-03-04,414.0,6
787,2022-03-04,415.0,5
788,2022-03-04,416.0,8
789,2022-03-04,417.0,3
790,2022-03-04,418.0,4
791,2022-03-04,419.0,2
792,2022-03-04,420.0,6
793,2022-03-04,421.0,5
794,2022-03-04,422.0,5
795,2022-03-04,423.0,5
796,2022-03-04,424.0,5
797,2022-03-04,425.0,5
798,2022-03-04,426.0,5
799,2022-03-04,427.0,5
800,2022-03-04,428.0,4
801,2022-03-04,429.0,5
802,2022-03-04,430.0,2
803,2022-03-04,431.0,5
804,2022-03-04,432.0,4
805,2022-03-04,433.0,15
806,2022-03-04,434.0,17
807,2022-03-04,435.0,5
808,2022-03-04,436.0,3
809,2022-03-04,437.0,7
810,2022-03-04,438.0,34
811,2022-03-04,439.0,15
812,2022-03-04,440.0,5
813,2022-03-04,441.0,5
814,2022-03-04,829.0,1
815,2022-03-04,830.0,4
816,2022-03-04,831.0,10
817,2022-03-04,832.0,1
818,2022-03-04,833.0,3
819,2022-03-04,834.0,2
820,2022-03-04,835.0,17
821,2022-03-04,836.0,2
822,2022-03-04,837.0,6
823,2022-03-04,838.0,5
824,2022-03-04,839.0,17
825,2022-03-04,840.0,14
826,2022-03-04,841.0,7
827,2022-03-04,842.0,3
828,2022-03-04,843.0,4
829,2022-03-04,844.0,24
830,2022-03-04,845.0,4
831,2022-03-04,846.0,1
832,2022-03-04,847.0,5
833,2022-03-04,848.0,2
834,2022-03-04,849.0,2
835,2022-03-04,850.0,4
836,2022-03-04,851.0,26
837,2022-03-04,852.0,4
838,2022-03-04,853.0,4
839,2022-03-04,854.0,3
840,2022-03-04,855.0,6
841,2022-03-04,856.0,11
842,2022-03-04,857.0,25
843,2022-03-04,859.0,5
844,2022-03-04,860.0,1
845,2022-03-04,861.0,10
846,2022-03-04,862.0,3
847,2022-03-04,863.0,4
848,2022-03-04,864.0,3
849,2022-03-04,865.0,10
850,2022-03-04,866.0,2
851,2022-03-04,867.0,28
852,2022-03-04,868.0,14
853,2022-03-04,869.0,5
854,2022-03-04,870.0,4
855,2022-03-04,871.0,6
856,2022-03-04,872.0,3
857,2022-03-04,873.0,6
858,2022-03-04,874.0,6
859,2022-03-04,875.0,2
860,2022-03-04,876.0,8
861,2022-03-04,877.0,9
862,2022-03-04,878.0,15
863,2022-03-04,879.0,2
864,2022-03-04,880.0,4
865,2022-03-04,881.0,2
866,2022-03-04,882.0,11
867,2022-03-04,883.0,8
868,2022-03-04,884.0,6
869,2022-03-04,885.0,5
870,2022-03-04,886.0,3
871,2022-03-04,887.0,5
872,2022-03-04,888.0,12
873,2022-03-04,889.0,2
874,2022-03-04,890.0,2
875,2022-03-04,891.0,5
876,2022-03-04,1279.0,4
877,2022-03-04,1280.0,30
878,2022-03-04,1281.0,7
879,2022-03-04,1282.0,6
880,2022-03-04,1283.0,7
881,2022-03-04,1284.0,4
882,2022-03-04,1285.0,27
883,2022-03-04,1286.0,5
884,2022-03-04,1287.0,20
885,2022-03-04,1288.0,4
886,2022-03-04,1289.0,5
887,2022-03-04,1290.0,5
888,2022-03-04,1291.0,35
889,2022-03-04,1292.0,4
890,2022-03-04,1293.0,1
891,2022-03-04,1294.0,1
892,2022-03-04,1295.0,5
893,2022-03-04,1296.0,3
894,2022-03-04,1297.0,11
895,2022-03-04,1298.0,6
896,2022-03-04,1299.0,6
897,2022-03-04,1300.0,24
898,2022-03-04,1301.0,1
899,2022-03-04,1302.0,4
900,2022-03-04,1303.0,3
901,2022-03-04,1304.0,7
902,2022-03-04,1305.0,8
903,2022-03-04,1306.0,9
