pID,Cluster,Eating,Recreating,WorkPlace,TravelMinutes,NumActivities,Home,Leave Home,Come Back,joviality,Average Expenses,Average Income
67,1,30.12,47.38,350.6222222222222,144.05555555555554,5.7,865.5444444444445,450.0,1040.0,0.438788793,1336.7395605886,4644.3822831893
68,1,29.34,56.38,343.46666666666664,215.27777777777777,5.84,794.1870824053452,420.0,1008.2919254658385,0.519538618,1429.5998312091,4512.7501645321
69,1,30.37,75.66,343.46666666666664,65.11111111111111,6.39,922.2,470.0,989.9068322981367,0.743901318,2032.6101955137,4330.5058381174
70,1,10.38,89.08,343.46666666666664,80.47777777777777,4.44,914.5444444444445,495.0,983.6180124223603,0.72544679,1682.936501969,2663.2766001293
71,1,28.8,85.49,343.46666666666664,119.22222222222223,6.3,861.815144766147,475.0,1003.3850931677018,0.947066909,1803.3867001968,2665.7374224314
72,1,20.8,70.99,347.05555555555554,167.1888888888889,5.14,831.4888888888889,440.0,1090.1552795031057,0.218744284,1400.2372657763,10665.118427309
73,1,29.03,65.22,343.46666666666664,267.56666666666666,6.24,731.2666666666667,405.0,1025.1242236024846,0.381370977,1524.3276253893,7120.037819522
74,1,29.9,97.24,347.0444444444444,204.42222222222222,6.82,760.7795100222717,410.0,1068.1521739130435,0.904601349,1646.0002556589,1874.5264285005
75,1,9.46,100.88,347.05555555555554,92.74444444444444,4.7,890.0445434298441,425.0,933.5714285714286,0.791342831,1893.8228825167,2903.8451225144
76,1,20.8,57.63,343.46666666666664,197.38888888888889,5.12,818.7888888888889,440.0,1030.0931677018634,0.362917704,1343.1799673611,4472.3268912818
77,1,19.33,117.04,345.7795100222717,240.88888888888889,6.08,715.7777777777778,425.0,1118.9252336448599,0.621716267,1496.5320536609,4450.2145911301
78,1,4.94,61.7,347.0444444444444,117.05555555555556,3.45,909.6770601336303,495.0,1063.6645962732919,0.188638917,1344.7733082501,13136.5260724002
79,1,19.73,36.16,347.0444444444444,76.58888888888889,3.84,975.5679287305122,420.0,998.2919254658385,0.03403389,1022.3657136396,5762.8387795469
80,1,29.69,37.46,343.46666666666664,205.13333333333333,5.4,821.3777777777777,435.0,1105.0,0.40138993,1328.0081028522,4407.8379539955
81,1,28.8,82.07,343.46666666666664,97.7,6.25,885.4444444444445,440.0,980.0,0.871320255,2028.9400207061,5642.0765963052
82,1,31.64,87.34,343.46666666666664,121.85555555555555,6.96,850.43429844098,515.0,1032.1894409937888,0.955760648,2156.0387648605,6179.7096623955
83,1,20.53,71.14,343.16258351893094,139.14444444444445,3.6,932.293986636971,440.0,1110.1246105919004,0.027148207,955.5689941442,5640.2296876623
84,1,32.44,54.7,343.46666666666664,283.75555555555553,6.25,721.7,425.0,1095.0,0.455102277,1526.3170422228,4320.8958388605
85,1,29.14,85.43,343.46666666666664,322.2888888888889,6.63,656.5555555555555,405.0,1055.0931677018634,0.354510651,1684.3656468522,4274.1117755903
86,1,29.73,51.56,343.46666666666664,232.46666666666667,5.89,779.3777777777777,450.0,1035.0,0.399201318,1384.9127810043,4205.428342797
87,1,30.16,86.12,343.16258351893094,152.16666666666666,6.52,823.8555555555556,440.0,1070.0,0.725176476,1654.0129462651,2223.2864310348
88,1,34.5,71.42,347.0444444444444,119.77777777777777,6.94,863.1333333333333,430.0,1000.0,0.746921002,1578.3182417719,1901.8518995573
89,1,20.44,60.82,343.46666666666664,76.45555555555555,4.74,939.4654788418708,410.0,973.4472049689441,0.169054036,1253.6242793103,5551.1290689226
90,1,13.91,44.3,343.46666666666664,73.25555555555556,4.05,960.6222222222223,510.0,1040.0931677018634,0.139818869,1155.0855404526,5454.6658665289
91,1,28.09,91.24,347.0444444444444,141.4111111111111,6.34,831.3251670378619,480.0,1068.276397515528,0.733204092,1524.6812835516,1877.3156473204
92,1,19.52,72.61,347.0444444444444,132.96666666666667,5.07,867.8953229398663,435.0,1003.3074534161491,0.467868166,1409.0884210867,4121.5306969432
93,1,30.58,60.24,343.16258351893094,137.22222222222223,6.18,865.1777777777778,465.0,1035.0,0.580101654,1480.9944681831,3962.3071225921
94,1,29.38,59.22,343.46666666666664,172.5222222222222,5.72,833.6444444444444,405.0,1055.0,0.413830119,1391.934784558,7041.8462208121
95,1,20.24,85.18,343.46666666666664,252.56666666666666,5.67,738.4409799554566,480.0,1078.276397515528,0.451218504,1488.8639876347,3767.3239751421
96,1,28.83,62.77,347.0444444444444,219.4,6.04,779.9220489977728,410.0,998.3695652173913,0.504845427,1520.5212011146,3956.97620667
97,1,32.89,82.5,343.46666666666664,120.8,7.12,856.4666666666667,440.0,970.0,0.679506778,2061.176567032,5649.3475550855
98,1,25.53,37.51,343.46666666666664,186.86666666666667,5.13,844.3652561247216,475.0,1078.2608695652175,0.366630644,1417.0027006837,3913.9349561059
99,1,30.14,56.92,347.05555555555554,178.03333333333333,5.9,826.347438752784,380.0,998.3540372670808,0.39686665,1480.396377141,6573.1422572651
100,1,21.56,69.86,343.46666666666664,207.83333333333334,5.1,795.6347438752784,450.0,1148.0900621118012,0.142686163,1337.7359609221,3827.1900055643
101,1,19.6,0.0,343.46666666666664,137.86666666666667,3.39,939.2761692650334,435.0,1113.1521739130435,0.020504586,908.809948976,5400.7632634423
102,1,20.53,79.07,343.46666666666664,170.67777777777778,5.17,825.8797327394209,410.0,1088.2919254658384,0.265501227,1461.698343461,10551.6709383726
103,1,20.62,47.17,343.46666666666664,124.88888888888889,4.48,902.9510022271714,410.0,1033.2298136645963,0.194724115,1191.1711620507,10110.1375706384
104,1,19.91,106.14,350.6222222222222,159.33333333333334,5.82,804.7995545657016,405.0,1033.1987577639752,0.991414933,1503.114046075,2219.0564854439
105,1,30.81,73.83,343.46666666666664,154.73333333333332,6.57,830.3444444444444,515.0,1064.0683229813665,0.851915894,1832.0564600536,2995.4469856865
106,1,11.36,89.57,343.46666666666664,107.33333333333333,4.66,886.9888888888889,490.0,980.5590062111801,0.700811306,1799.8595536425,5301.532687944
107,1,30.1,46.19,343.46666666666664,169.05555555555554,5.56,849.5222222222222,420.0,1030.0,0.357131296,1362.9356887027,3864.7371982251
108,1,19.91,36.27,343.46666666666664,70.6,4.24,970.0445434298441,430.0,983.4472049689441,0.098903572,1140.1462229003,5370.6434845049
109,1,21.2,117.37,343.46666666666664,218.9,5.96,736.7037861915368,405.0,1103.1211180124224,0.290464519,1628.2816004862,5378.7941909615
110,1,21.2,82.04,343.46666666666664,201.8111111111111,5.6,790.4231625835189,420.0,1118.1211180124224,0.313305546,1433.6818471508,5278.862586055
111,1,12.39,105.21,343.46666666666664,157.38888888888889,4.91,821.9376391982182,450.0,1068.416149068323,0.720330648,1528.5564914935,1858.1276738964
112,1,24.99,58.49,347.0444444444444,214.23333333333332,5.79,789.9555555555555,505.0,1084.8136645962734,0.646977694,1489.7216451902,10509.2227825615
113,1,28.8,97.75,343.46666666666664,78.23333333333333,6.53,889.6777777777778,445.0,985.0,0.999233967,2000.995984373,5956.9696340633
114,1,30.18,33.9,343.46666666666664,134.07777777777778,5.33,895.7111111111111,420.0,1040.0,0.413490065,1341.1108338852,9247.0058772232
115,1,19.91,79.96,343.46666666666664,181.07777777777778,5.5,815.3118040089087,375.0,978.276397515528,0.57753282,1529.1766557753,3869.5535029934
116,1,20.62,57.09,343.46666666666664,185.27777777777777,4.67,833.7305122494432,450.0,1148.0900621118012,0.30282788,1270.0806801408,12753.0918433559
117,1,28.4,102.62,347.0444444444444,90.16666666666667,6.53,871.4253897550111,510.0621118012422,1058.307453416149,0.760663448,2240.2405417045,5944.6832722034
118,1,21.64,71.95,343.46666666666664,207.63333333333333,5.17,793.1403118040089,355.0,1058.1211180124224,0.140611532,1378.8683385093,9978.7770322276
119,1,31.64,74.15,343.46666666666664,176.24444444444444,6.71,808.1333333333333,435.0,995.0,0.612907872,1635.1104025086,9040.0164649893
120,1,10.62,120.17,343.46666666666664,126.55555555555556,5.32,837.3333333333334,415.0,905.0931677018633,0.876546337,1828.7426356603,3150.5317280864
121,1,31.42,51.81,343.46666666666664,258.76666666666665,6.41,746.9,435.0,1035.0,0.41537229,1548.7978650832,3832.3771169638
122,1,20.93,58.13,347.0444444444444,225.9111111111111,5.01,785.5222222222222,380.0,1110.0,0.159723746,1296.5460249291,5271.4936209485
123,1,20.84,63.0,343.46666666666664,154.4111111111111,4.81,855.7,390.0,1050.0,0.118152103,1244.8747158132,5209.8497977754
124,1,20.58,61.77,343.46666666666664,176.48888888888888,4.76,838.2071269487751,365.0,1033.1521739130435,0.14336634,1210.0255973894,12546.1887124255
125,1,15.87,96.91,343.16258351893094,126.14444444444445,5.69,852.6333333333333,450.0,990.0,0.150075471,1513.3515349047,11297.4912888279
126,1,28.16,77.47,347.0444444444444,156.33333333333334,5.95,829.4777777777778,475.0,1135.0,0.72895287,1577.4023750906,2047.5011183461
127,2,48.75,0.0,486.25,131.25,7.5,655.0,455.0,1083.75,0.882038681,1440.3651980957,3592.7587207798997
128,1,29.6,88.08,343.46666666666664,63.8,6.39,912.5555555555555,430.0,950.0,0.718790546,1794.7211285548,4464.8217113754
129,1,32.54,105.28,343.46666666666664,162.56666666666666,7.47,788.4888888888889,525.0,1075.0,0.371183768,1788.4044892111,3713.727928989
130,1,31.38,66.58,347.0444444444444,129.17777777777778,6.17,863.652561247216,470.0,1068.245341614907,0.524660325,1639.8078527069,3699.5304548906
131,1,9.96,133.49,343.16258351893094,81.7,5.35,871.4666666666667,425.0,915.0,0.802929522,1866.0420033893,3077.8804888312
132,1,13.16,85.31,343.46666666666664,190.57777777777778,4.96,803.1333333333333,435.0,1015.1863354037267,0.540291283,1523.0729485178,8491.9521120435
133,1,23.42,57.97,347.03333333333336,123.3,5.14,884.9444444444445,495.0,1059.8757763975154,0.551268581,1481.7808011143,3668.9022709972
134,1,20.67,17.89,347.0444444444444,75.07777777777778,3.88,979.7884187082406,465.0,1048.2919254658384,0.247000174,1030.3352849491,5182.0815666712
135,1,29.31,116.21,343.16258351893094,204.38888888888889,7.38,741.6777777777778,460.0,998.3333333333334,0.86081073,1911.6451738603,3454.2588292068
136,1,33.74,49.91,343.46666666666664,263.26666666666665,6.88,740.9666666666667,360.0,1010.0,0.555650922,1565.8669988401,8310.0871152809
137,1,19.98,97.41,343.46666666666664,162.5,5.7,814.7777777777778,460.0,1062.4844720496894,0.87301128,1357.9232303261,2152.068111329
138,1,28.8,87.32,343.46666666666664,71.68888888888888,6.28,905.6777777777778,435.0,963.3850931677018,0.732757238,1900.2879345216,3637.3094995103
139,1,27.11,98.71,347.0444444444444,62.18888888888889,6.28,903.3777777777777,425.0,955.0,0.846097713,2132.5337834838,4133.4415291236
140,1,20.13,63.01,343.46666666666664,103.73333333333333,4.69,911.6369710467706,435.0,1013.416149068323,0.216307476,1224.2098046119,9851.8390356037
141,1,30.28,89.79,343.22222222222223,228.6,6.8,743.5666666666667,365.6832298136646,1035.4192546583852,0.792161061,1782.4722367361,3381.5504263178
142,2,40.0,0.0,491.25,253.75,5.6,643.75,385.0,1087.5,0.789243454,1440.3651980957,3592.7587207798997
143,1,22.74,98.63,343.46666666666664,143.6,6.29,825.9777777777778,480.0,1060.27950310559,0.107753878,1592.8178344483,5135.219970619
144,1,26.73,80.13,343.16258351893094,255.76666666666668,6.4,732.6666666666666,455.0,1065.0,0.444080663,1630.5779706713,3574.9285941894
145,1,19.51,108.47,343.46666666666664,148.8111111111111,5.96,820.0779510022272,480.0,1068.276397515528,0.882253016,1650.6388063899,2185.5484526722
146,1,30.34,75.33,346.73719376391983,187.11111111111111,6.48,799.5879732739421,435.0,1033.2554517133956,0.643761923,1636.6984457094,3583.5893931093
147,1,12.04,95.16,343.46666666666664,161.1,5.05,824.1,440.0,960.3105590062112,0.528698226,1631.1169072558,3502.8567134821
148,1,20.04,44.41,347.0444444444444,107.9,4.47,920.0334075723831,510.0,1088.276397515528,0.266938991,1231.2919656594,9686.939026838
149,1,31.37,83.02,343.46666666666664,110.07777777777778,6.83,867.2222222222222,440.0,1020.0,0.80654106,1705.5048345954,1980.6614336694
150,1,20.4,49.45,347.0444444444444,136.32222222222222,4.5,885.8685968819599,395.0,1033.1832298136646,0.20807405,1271.6688871509,9047.3141180372
151,1,4.41,67.78,346.7594654788419,98.64444444444445,3.38,922.9555555555555,460.0,1010.2492211838006,0.159854965,1374.0367052711,3699.1566188121
152,1,29.51,62.14,347.0444444444444,220.75555555555556,5.85,778.7666666666667,435.0,1135.0,0.6089739,1493.9609541353,3468.4072548855
153,1,32.41,78.4,343.46666666666664,259.35555555555555,7.21,717.3555555555556,455.0,1008.835403726708,0.758079342,1969.0821386857,2882.062854937
154,2,45.0,0.0,470.0,235.0,5.8,685.0,378.75,1071.25,0.954706293,1440.3651980957,3592.7587207798997
155,1,6.21,84.56,343.46666666666664,106.76666666666667,3.91,899.2316258351893,475.0,1023.7111801242236,0.176618296,1536.1277520077,11257.8632286533
156,1,31.11,69.21,347.0444444444444,153.6888888888889,6.2,837.4610244988864,440.0,1068.2142857142858,0.466716971,1627.9621352054,3398.5536074962
157,1,20.44,24.23,343.46666666666664,73.27777777777777,3.99,978.8195991091314,495.0,1073.2919254658384,0.254005742,1083.9145972667,11165.5734773577
158,1,31.42,64.25,343.46666666666664,106.97777777777777,6.19,890.4888888888889,420.0,970.0,0.468930899,1579.7967193814,7462.9280295255
159,1,21.42,33.99,343.46666666666664,81.05555555555556,4.32,959.3541202672606,455.0,1043.2608695652175,0.24297235,1104.4387204075,5114.9171314642
160,1,20.04,48.18,343.46666666666664,95.82222222222222,4.43,931.7928730512249,395.0,973.2919254658385,0.168095803,1217.9873684318,8730.1441008196
161,2,28.75,0.0,457.5,205.0,4.4,733.75,433.75,1086.25,0.965708743,1440.3651980957,3592.7587207798997
162,1,9.82,120.1,343.46666666666664,127.52222222222223,5.12,838.1444444444444,505.0,995.1552795031056,0.936659644,1730.9635337107,2567.0845650447
163,1,14.67,84.93,347.0444444444444,131.83333333333334,5.21,855.5555555555555,455.0,995.1863354037267,0.225309113,1433.9316204713,5113.6066422834
164,1,31.11,91.06,343.46666666666664,122.94444444444444,7.0,845.2777777777778,525.0,1043.6024844720496,0.812453062,2337.5406764736,4615.2023729288
165,1,28.71,94.65,343.46666666666664,76.67777777777778,6.41,895.4120267260579,495.0,1033.3385093167701,0.964990249,2005.6696127973,6110.800766999
166,1,33.33,62.54,343.46666666666664,170.53333333333333,6.64,821.9888888888889,455.0,1003.3385093167702,0.627739055,1638.6182581811,3361.6767484804
167,1,21.14,107.7,346.96666666666664,103.07777777777778,5.93,860.3006681514477,515.0,1052.4844720496894,0.846680285,2154.2194197937,3343.77767118
168,1,30.58,44.79,343.46666666666664,190.98888888888888,5.74,827.4387527839643,395.0,1013.2142857142857,0.365595636,978.9873210488,6438.1878544459
169,1,28.4,55.6,346.9888888888889,211.27777777777777,5.86,794.9554565701559,490.0,1087.6397515527951,0.364391587,1141.4573525185,3299.157321245
170,1,13.73,59.52,343.46666666666664,163.7111111111111,4.25,857.1666666666666,465.0,1085.1863354037266,0.133248852,962.231758201,8613.3050793465
171,1,20.89,48.99,343.46666666666664,108.81111111111112,4.57,916.9487750556793,450.0,1038.2919254658384,0.114389766,876.304094799,3566.3593755949
172,1,29.64,67.03,343.46666666666664,240.0888888888889,6.22,756.1888888888889,385.0,985.0,0.575001936,1181.9597034184,6095.6069530029
173,1,26.19,83.79,343.46666666666664,134.53333333333333,6.2,851.2555555555556,420.0,961.055900621118,0.78521373,1346.1943766396,5944.6877833532
174,1,38.69,65.3,343.16258351893094,109.92222222222222,6.94,880.8666666666667,470.0,1010.0,0.718049535,1344.4148843456,1928.3439897016
175,1,12.62,78.92,343.47777777777776,126.34444444444445,4.76,875.6111111111111,475.0,1005.1242236024844,0.481863571,1000.4894133788,3273.0501178443
176,1,31.56,87.63,343.46666666666664,94.04444444444445,6.84,880.4231625835189,480.0,998.027950310559,0.931237599,1507.0668885771,3444.314201226
177,1,29.24,70.49,343.46666666666664,223.88888888888889,6.1,771.6146993318486,380.0,1038.1832298136646,0.495453274,1107.1530605538,3226.1609466902
178,3,12.89,243.33,343.46666666666664,15.244444444444444,2.76,1064.9444444444443,445.0,935.1863354037267,0.725246226,725.6864468091,4000.1357830006
179,1,28.11,127.02,343.46666666666664,192.64444444444445,7.36,746.0888888888888,440.0,962.0496894409938,0.900831449,1696.5528842038,2281.3406519627
180,3,20.13,370.0,343.16258351893094,28.344444444444445,3.46,1048.5634743875278,460.0,988.380062305296,0.100777319,849.2294130377,3328.2624588056
181,1,10.51,110.2,343.46666666666664,82.0111111111111,4.82,894.4877505567929,510.0,1008.6024844720497,0.787497465,1266.5474072831,1898.9177690666
182,1,18.84,106.11,347.05555555555554,49.666666666666664,5.62,917.1222222222223,470.0,1000.1242236024844,0.839659224,1258.3120685966,2096.9724294573
183,1,20.04,225.0,343.46666666666664,173.9111111111111,3.5,899.7772828507796,340.0,1073.1832298136646,0.109940826,724.9222485764,10714.4669296439
184,1,11.02,118.21,343.46666666666664,75.58888888888889,5.15,891.0777777777778,455.0,945.27950310559,0.95269116,1445.2718136315,2320.5030903378
185,1,20.18,118.75,347.0444444444444,157.94444444444446,3.48,913.9866369710468,400.0,1118.0745341614906,0.270514436,693.5091726537,5099.2198532295
186,3,29.33,295.0,343.46666666666664,25.933333333333334,4.45,1037.4944320712696,435.0,953.4006211180124,0.89222241,921.4080206513,4477.0131381909
187,1,20.04,0.0,343.46666666666664,102.9,3.44,973.8307349665924,430.0,1068.2142857142858,0.207533138,713.3285844863,3265.3415891719
188,3,29.96,380.83,343.46666666666664,39.81111111111111,4.54,1021.837416481069,475.0,1003.3695652173913,0.730336584,785.1564007653,6519.5209023373
189,1,19.96,0.0,343.46666666666664,141.4111111111111,3.43,935.3897550111359,430.0,1118.1211180124224,0.216100876,603.9907060869,10009.9535481599
190,1,29.3,77.85,343.46666666666664,153.94444444444446,6.16,834.8218262806236,385.0,988.3695652173913,0.61053033,1172.3987003517,6446.1841227946
